Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification_grade,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Unemployment_rate,Inflation_rate,GDP,Status,Status_encoded,SuccessRate_semester1,SuccessRate_semester2,Grade_improvement,Total_credit_enrolled,Total_credit_approval,is_financially_secure,economic_stress
17,6,9500,1,132.0,1,37,8,9,128.0,1,0,1,0,0,19,7,7,7,13.467142857142855,8,9,8,15.011111111111113,12.4,0.5,1.79,Graduate,1,1.0,1.0,1.5439682539682575,15,15,0,0.895
1,3,9500,1,138.0,19,19,5,8,124.9,1,0,1,0,1,18,7,9,7,13.2375,8,9,7,13.742857142857144,13.9,-0.3,0.79,Dropout,0,1.0,0.875,0.5053571428571431,15,14,0,-0.237
17,2,9070,1,130.0,37,37,9,9,123.7,1,0,1,0,0,18,6,6,6,12.333333333333334,6,6,6,13.0,7.6,2.6,0.32,Graduate,1,1.0,1.0,0.6666666666666661,12,12,0,0.8320000000000001
1,4,9147,1,126.0,1,19,4,8,120.1,1,0,1,0,0,19,5,7,5,12.4,5,5,5,14.6,8.9,1.4,3.51,Graduate,1,1.0,1.0,2.1999999999999993,10,10,0,4.914
17,6,9500,1,148.0,1,19,3,3,131.7,1,0,1,0,0,19,7,8,5,14.0,7,7,0,0.0,13.9,-0.3,0.79,Dropout,0,0.7142857142857143,0.0,-14.0,14,5,0,-0.237
43,1,9238,1,130.0,38,37,9,7,133.2,0,0,1,0,0,20,9,15,9,11.666666666666666,7,8,7,11.714285714285714,7.6,2.6,0.32,Graduate,1,1.0,1.0,0.04761904761904745,16,16,0,0.8320000000000001
1,1,9670,1,117.0,1,38,3,9,109.3,0,1,0,0,1,19,6,7,5,12.0,6,9,4,12.5,12.4,0.5,1.79,Dropout,0,0.8333333333333334,0.6666666666666666,0.5,12,9,1,0.895
17,1,9670,1,120.0,19,19,5,5,113.0,1,0,1,0,0,20,5,7,4,12.2,5,5,4,11.5,7.6,2.6,0.32,Graduate,1,0.8,0.8,-0.6999999999999993,10,8,0,0.8320000000000001
1,1,9773,1,153.0,1,1,141,175,157.9,0,1,1,0,1,18,6,6,6,14.833333333333334,6,6,6,14.833333333333334,8.9,1.4,3.51,Graduate,1,1.0,1.0,0.0,12,12,0,4.914
1,2,9500,1,117.0,19,1,4,7,112.1,0,0,1,0,1,20,7,9,5,13.188,8,9,7,12.892857142857142,11.1,0.6,2.02,Enrolled,1,0.7142857142857143,0.875,-0.29514285714285826,15,12,0,1.212
18,1,9500,1,178.0,19,1,4,8,174.7,0,0,1,0,0,18,7,8,7,17.125,8,8,8,17.5875,13.9,-0.3,0.79,Graduate,1,1.0,1.0,0.4624999999999986,15,15,0,-0.237
1,5,9500,1,129.0,37,37,9,9,128.8,1,0,1,0,0,19,7,7,6,12.666666666666666,7,7,6,12.666666666666666,7.6,2.6,0.32,Graduate,1,0.8571428571428571,0.8571428571428571,0.0,14,12,0,0.8320000000000001
1,6,9773,1,116.0,19,1,4,4,110.1,1,0,1,0,1,19,6,8,6,12.666666666666666,6,10,5,12.0,12.4,0.5,1.79,Graduate,1,1.0,0.8333333333333334,-0.6666666666666661,12,11,0,0.895
51,1,9147,1,99.0,3,1,3,3,99.7,1,1,0,0,0,22,5,8,0,0.0,5,7,0,0.0,8.9,1.4,3.51,Enrolled,1,0.0,0.0,0.0,10,0,0,4.914
1,3,9238,1,135.0,1,12,9,10,121.0,1,0,1,0,1,19,6,7,6,11.333333333333334,6,6,6,11.5,12.4,0.5,1.79,Graduate,1,1.0,1.0,0.16666666666666607,12,12,0,0.895
1,3,9500,1,141.0,19,19,9,7,131.7,1,0,1,0,1,19,7,10,7,13.605,8,11,8,12.33125,15.5,2.8,-4.06,Graduate,1,1.0,1.0,-1.2737499999999997,15,15,0,-11.367999999999999
17,5,9853,1,132.0,37,38,5,6,119.1,1,0,1,0,1,19,6,10,5,12.0,6,9,5,10.8,9.4,-0.8,-3.12,Graduate,1,0.8333333333333334,0.8333333333333334,-1.1999999999999993,12,10,0,2.4960000000000004
1,4,9254,1,132.0,12,19,9,9,124.7,1,0,1,0,0,19,5,10,0,0.0,5,10,0,0.0,7.6,2.6,0.32,Dropout,0,0.0,0.0,0.0,10,0,0,0.8320000000000001
17,1,9254,1,113.0,1,37,9,10,117.2,1,0,1,0,0,20,6,8,5,11.2,6,12,3,11.666666666666666,7.6,2.6,0.32,Dropout,0,0.8333333333333334,0.5,0.4666666666666668,12,8,0,0.8320000000000001
1,1,9147,1,134.0,3,19,2,10,128.8,0,0,1,0,0,18,5,10,5,13.375,5,9,5,14.166666666666666,13.9,-0.3,0.79,Graduate,1,1.0,1.0,0.7916666666666661,10,10,0,-0.237
1,1,9500,1,136.0,1,19,9,9,131.5,0,0,1,0,1,20,7,8,6,13.863333333333337,8,9,7,14.178571428571429,11.1,0.6,2.02,Graduate,1,0.8571428571428571,0.875,0.315238095238092,15,13,0,1.212
1,1,9085,1,129.0,1,38,4,7,123.4,0,0,1,0,0,19,5,6,5,12.4,5,6,5,13.4,7.6,2.6,0.32,Graduate,1,1.0,1.0,1.0,10,10,0,0.8320000000000001
17,1,9853,1,138.0,38,38,7,6,124.7,1,0,1,0,0,18,6,11,3,12.333333333333334,6,10,5,10.833333333333334,9.4,-0.8,-3.12,Enrolled,1,0.5,0.8333333333333334,-1.5,12,8,0,2.4960000000000004
1,1,9853,1,137.0,37,37,9,9,132.8,1,0,1,0,0,18,6,7,6,13.333333333333334,6,8,5,11.8,7.6,2.6,0.32,Graduate,1,1.0,0.8333333333333334,-1.5333333333333332,12,11,0,0.8320000000000001
43,1,9853,1,115.0,3,37,2,5,108.7,1,0,1,0,0,21,6,10,3,12.666666666666666,6,12,3,10.0,9.4,-0.8,-3.12,Dropout,0,0.5,0.5,-2.666666666666666,12,6,0,2.4960000000000004
1,1,9853,1,129.0,38,37,6,6,138.1,0,0,1,0,0,19,6,8,6,12.0,6,10,4,11.5,7.6,2.6,0.32,Dropout,0,1.0,0.6666666666666666,-0.5,12,10,0,0.8320000000000001
1,1,9147,1,131.0,38,38,9,9,126.5,0,0,1,0,1,18,5,5,5,10.6,5,5,5,11.8,12.4,0.5,1.79,Graduate,1,1.0,1.0,1.200000000000001,10,10,0,0.895
17,2,9238,1,133.0,1,37,7,9,127.4,1,0,1,0,1,18,6,8,6,12.25,6,7,6,11.857142857142858,12.7,3.7,-1.7,Graduate,1,1.0,1.0,-0.39285714285714235,12,12,0,-6.29
1,3,9238,1,125.0,19,1,9,10,123.6,1,0,1,0,0,20,6,10,4,11.0,6,9,6,11.833333333333334,9.4,-0.8,-3.12,Graduate,1,0.6666666666666666,1.0,0.8333333333333339,12,10,0,2.4960000000000004
39,1,8014,0,120.0,1,19,6,8,122.0,0,0,1,0,1,24,6,11,5,11.0,6,9,5,12.6,11.1,0.6,2.02,Graduate,1,0.8333333333333334,0.8333333333333334,1.5999999999999996,12,10,0,1.212
1,1,9670,1,128.0,19,1,4,1,118.2,0,0,1,0,0,19,6,6,6,13.166666666666666,6,9,6,13.0,10.8,1.4,1.74,Dropout,0,1.0,1.0,-0.16666666666666607,12,12,0,2.436
1,1,9500,1,127.0,19,37,9,7,123.9,1,0,1,0,1,18,7,9,7,12.855555555555554,8,12,7,12.761111111111113,15.5,2.8,-4.06,Graduate,1,1.0,0.875,-0.09444444444444144,15,14,0,-11.367999999999999
1,2,9500,1,134.0,19,19,9,9,125.8,1,0,1,0,0,18,7,8,7,14.91875,8,8,8,15.355,15.5,2.8,-4.06,Graduate,1,1.0,1.0,0.43625000000000114,15,15,0,-11.367999999999999
17,5,9853,1,132.0,12,12,4,4,123.3,1,0,1,0,0,21,6,13,4,11.5,6,10,3,11.0,10.8,1.4,1.74,Dropout,0,0.6666666666666666,0.5,-0.5,12,7,0,2.436
17,2,9670,1,124.0,1,19,5,4,124.4,0,0,1,0,0,19,5,5,5,14.2,5,5,5,14.2,7.6,2.6,0.32,Graduate,1,1.0,1.0,0.0,10,10,0,0.8320000000000001
17,1,9773,1,133.1,19,37,7,7,126.0,0,0,1,0,1,19,6,6,6,12.5,6,7,6,13.0,15.5,2.8,-4.06,Graduate,1,1.0,1.0,0.5,12,12,0,-11.367999999999999
39,1,9003,1,170.0,1,37,6,6,170.0,0,1,1,0,0,47,1,1,0,0.0,6,0,0,0.0,8.9,1.4,3.51,Enrolled,1,0.0,0.0,0.0,7,0,0,4.914
17,3,9238,1,125.0,19,19,7,8,121.5,0,0,1,0,0,19,6,10,5,11.666666666666666,6,12,4,11.0,13.9,-0.3,0.79,Graduate,1,0.8333333333333334,0.6666666666666666,-0.6666666666666661,12,9,0,-0.237
39,1,9500,1,130.0,2,2,1,1,130.0,0,0,1,0,0,29,8,8,7,14.257142857142856,8,8,7,14.257142857142856,12.7,3.7,-1.7,Graduate,1,0.875,0.875,0.0,16,14,0,-6.29
43,1,9238,1,125.0,19,19,4,8,117.0,1,0,1,0,0,21,6,13,3,12.0,6,12,2,11.333333333333334,16.2,0.3,-0.92,Dropout,0,0.5,0.3333333333333333,-0.6666666666666661,12,5,0,-0.276
39,1,9085,1,130.0,37,19,9,7,130.0,1,0,1,0,0,28,5,13,4,11.25,5,11,4,10.5,12.7,3.7,-1.7,Enrolled,1,0.8,0.8,-0.75,10,8,0,-6.29
17,2,9556,1,133.1,37,37,3,10,108.0,0,0,1,0,0,20,7,8,7,12.457142857142856,8,8,8,13.5625,15.5,2.8,-4.06,Graduate,1,1.0,1.0,1.1053571428571445,15,15,0,-11.367999999999999
17,1,9500,1,131.0,2,38,4,5,132.3,1,0,1,0,0,19,7,7,6,11.683333333333332,7,7,6,11.683333333333332,7.6,2.6,0.32,Graduate,1,0.8571428571428571,0.8571428571428571,0.0,14,12,0,0.8320000000000001
42,1,8014,0,150.0,19,2,4,6,148.0,0,0,1,0,0,26,6,10,3,11.666666666666666,6,8,5,12.0,9.4,-0.8,-3.12,Graduate,1,0.5,0.8333333333333334,0.3333333333333339,12,8,0,2.4960000000000004
17,2,9254,1,125.0,37,37,9,8,122.6,1,1,0,0,0,20,6,8,4,11.75,6,6,6,13.166666666666666,11.1,0.6,2.02,Dropout,0,0.6666666666666666,1.0,1.416666666666666,12,10,0,1.212
1,1,9670,1,131.0,37,37,9,9,123.0,1,0,1,0,1,18,5,6,3,11.666666666666666,5,6,4,13.5,7.6,2.6,0.32,Enrolled,1,0.6,0.8,1.833333333333334,10,7,0,0.8320000000000001
39,1,9853,1,130.0,37,19,9,5,102.5,0,0,1,0,0,27,6,9,5,13.2,6,10,5,12.0,7.6,2.6,0.32,Graduate,1,0.8333333333333334,0.8333333333333334,-1.1999999999999993,12,10,0,0.8320000000000001
1,2,9500,1,123.0,34,34,90,90,113.3,1,0,1,0,0,20,7,8,4,11.95,7,8,4,11.95,7.6,2.6,0.32,Dropout,0,0.5714285714285714,0.5714285714285714,0.0,14,8,0,0.8320000000000001
1,5,9853,1,141.0,37,19,9,5,133.0,1,0,1,0,0,18,6,8,5,12.4,6,12,5,10.4,9.4,-0.8,-3.12,Dropout,0,0.8333333333333334,0.8333333333333334,-2.0,12,10,0,2.4960000000000004
7,1,9500,1,140.0,1,1,9,5,140.0,0,0,1,0,0,33,7,8,6,14.35,8,10,6,14.583333333333334,16.2,0.3,-0.92,Dropout,0,0.8571428571428571,0.75,0.23333333333333428,15,12,0,-0.276
43,1,9853,1,140.0,3,1,3,3,128.3,1,0,1,0,0,35,21,21,21,12.61904761904762,19,19,19,12.789473684210526,12.4,0.5,1.79,Graduate,1,1.0,1.0,0.17042606516290526,40,40,0,0.895
44,1,9991,0,140.0,37,19,9,8,140.0,0,0,1,0,1,26,6,7,6,12.666666666666666,6,7,6,13.166666666666666,9.4,-0.8,-3.12,Enrolled,1,1.0,1.0,0.5,12,12,0,2.4960000000000004
39,1,9773,1,133.1,19,19,3,4,104.0,0,1,0,0,0,27,6,6,5,12.0,6,6,0,0.0,11.1,0.6,2.02,Dropout,0,0.8333333333333334,0.0,-12.0,12,5,0,1.212
18,3,9070,1,131.0,1,37,5,5,122.3,1,0,0,0,0,19,6,6,6,12.166666666666666,6,6,0,0.0,15.5,2.8,-4.06,Dropout,0,1.0,0.0,-12.166666666666666,12,6,0,-11.367999999999999
17,2,9254,1,143.0,1,19,4,6,135.0,0,0,1,0,0,20,6,0,0,0.0,6,0,0,0.0,11.1,0.6,2.02,Dropout,0,0.0,0.0,0.0,12,0,0,1.212
18,2,9147,1,132.0,3,3,5,7,119.1,1,1,0,0,0,20,5,9,3,10.0,5,9,3,10.571428571428571,10.8,1.4,1.74,Dropout,0,0.6,0.6,0.5714285714285712,10,6,0,2.436
43,1,9238,1,143.0,1,37,5,9,126.6,0,1,0,0,0,21,10,18,8,11.5,6,12,4,10.0,9.4,-0.8,-3.12,Enrolled,1,0.8,0.6666666666666666,-1.5,16,12,0,2.4960000000000004
17,3,9500,1,141.0,38,1,9,4,129.0,1,0,1,0,1,18,7,7,6,13.05,7,7,6,13.05,7.6,2.6,0.32,Graduate,1,0.8571428571428571,0.8571428571428571,0.0,14,12,0,0.8320000000000001
39,1,9085,1,133.1,1,19,9,9,162.3,1,0,1,0,0,24,6,10,2,11.0,6,6,0,0.0,8.9,1.4,3.51,Dropout,0,0.3333333333333333,0.0,-11.0,12,2,0,4.914
17,4,9070,1,148.0,1,3,4,1,163.4,1,0,1,0,0,20,6,7,6,11.5,6,6,6,12.0,16.2,0.3,-0.92,Graduate,1,1.0,1.0,0.5,12,12,0,-0.276
1,1,9254,1,125.0,19,38,9,8,121.5,0,0,1,0,1,21,6,7,6,12.0,6,6,6,12.5,13.9,-0.3,0.79,Graduate,1,1.0,1.0,0.5,12,12,0,-0.237
1,1,8014,0,120.0,1,37,7,3,122.8,0,0,1,0,0,23,6,13,2,10.0,5,12,1,10.0,9.4,-0.8,-3.12,Enrolled,1,0.3333333333333333,0.2,0.0,11,3,0,2.4960000000000004
39,1,9147,1,140.0,12,3,4,3,118.0,1,0,1,0,0,24,5,5,0,0.0,5,5,0,0.0,7.6,2.6,0.32,Dropout,0,0.0,0.0,0.0,10,0,0,0.8320000000000001
51,1,9853,1,139.0,1,1,4,10,134.0,0,0,1,0,0,21,6,0,0,0.0,6,0,0,0.0,12.4,0.5,1.79,Dropout,0,0.0,0.0,0.0,12,0,0,0.895
1,4,9500,1,142.0,38,38,9,8,129.8,1,0,1,0,0,18,8,8,7,12.242857142857144,8,8,7,12.242857142857144,12.7,3.7,-1.7,Graduate,1,0.875,0.875,0.0,16,14,0,-6.29
39,1,9991,0,130.0,19,1,3,4,152.0,1,0,1,0,0,27,5,0,0,0.0,5,0,0,0.0,8.9,1.4,3.51,Dropout,0,0.0,0.0,0.0,10,0,0,4.914
18,6,9500,1,126.0,37,37,5,5,122.8,1,0,1,0,0,18,8,8,8,12.93375,8,8,8,12.93375,9.4,-0.8,-3.12,Graduate,1,1.0,1.0,0.0,16,16,0,2.4960000000000004
7,1,9119,1,150.0,3,2,2,2,150.0,0,0,1,0,0,35,5,0,0,0.0,5,0,0,0.0,13.9,-0.3,0.79,Dropout,0,0.0,0.0,0.0,10,0,0,-0.237
1,1,9853,1,130.0,19,19,3,8,131.8,0,0,1,0,0,18,7,9,7,12.571428571428571,7,8,7,14.428571428571429,11.1,0.6,2.02,Graduate,1,1.0,1.0,1.8571428571428577,14,14,0,1.212
39,1,9500,1,120.0,1,3,175,121,105.9,0,0,1,0,0,35,3,4,3,11.816666666666668,3,3,3,11.333333333333334,11.1,0.6,2.02,Enrolled,1,1.0,1.0,-0.4833333333333343,6,6,0,1.212
1,1,9085,1,138.0,1,1,4,7,132.1,1,0,1,0,0,19,5,9,4,13.75,5,13,4,14.333333333333334,10.8,1.4,1.74,Graduate,1,0.8,0.8,0.5833333333333339,10,8,0,2.436
1,4,9238,1,127.0,19,19,4,0,127.4,1,0,1,0,0,20,6,8,6,11.166666666666666,6,6,6,11.333333333333334,7.6,2.6,0.32,Graduate,1,1.0,1.0,0.16666666666666785,12,12,0,0.8320000000000001
1,4,9500,1,140.0,19,19,7,7,129.5,1,0,1,0,0,18,8,8,7,12.324285714285711,8,8,7,12.324285714285711,10.8,1.4,1.74,Graduate,1,0.875,0.875,0.0,16,14,0,2.436
44,1,9238,1,130.0,38,38,5,10,126.7,0,1,1,0,0,21,6,6,6,12.166666666666666,6,7,6,11.714285714285714,13.9,-0.3,0.79,Graduate,1,1.0,1.0,-0.45238095238095255,12,12,0,-0.237
17,2,9238,1,128.0,19,37,9,8,116.5,0,0,1,0,1,18,6,11,5,11.142857142857142,6,11,4,11.25,16.2,0.3,-0.92,Graduate,1,0.8333333333333334,0.6666666666666666,0.10714285714285765,12,9,0,-0.276
1,1,9238,1,132.0,34,34,0,0,119.1,1,0,1,0,0,18,6,9,4,11.0,6,9,4,10.75,7.6,2.6,0.32,Graduate,1,0.6666666666666666,0.6666666666666666,-0.25,12,8,0,0.8320000000000001
1,2,9500,1,149.0,19,38,9,9,126.5,1,0,1,0,0,18,8,8,7,12.914285714285713,8,8,7,12.914285714285713,12.7,3.7,-1.7,Graduate,1,0.875,0.875,0.0,16,14,0,-6.29
1,4,9773,1,155.0,3,19,1,4,149.8,1,0,1,0,1,18,6,6,6,13.833333333333334,6,6,6,14.166666666666666,16.2,0.3,-0.92,Graduate,1,1.0,1.0,0.33333333333333215,12,12,0,-0.276
1,1,9085,1,120.0,19,1,8,7,115.1,1,0,1,0,0,19,6,8,6,13.857142857142858,6,9,5,13.4,13.9,-0.3,0.79,Graduate,1,1.0,0.8333333333333334,-0.4571428571428573,12,11,0,-0.237
39,1,9254,1,133.1,3,19,2,3,124.5,0,0,1,0,1,36,6,7,6,13.714285714285714,6,6,5,12.8,16.2,0.3,-0.92,Dropout,0,1.0,0.8333333333333334,-0.9142857142857128,12,11,0,-0.276
1,2,9500,1,131.0,38,1,7,4,128.3,1,0,1,0,1,18,8,8,7,12.642857142857142,8,8,7,12.642857142857142,12.7,3.7,-1.7,Graduate,1,0.875,0.875,0.0,16,14,0,-6.29
1,1,9500,1,149.0,37,37,9,9,136.0,0,0,1,0,1,18,7,7,6,12.916666666666666,7,7,6,12.916666666666666,7.6,2.6,0.32,Graduate,1,0.8571428571428571,0.8571428571428571,0.0,14,12,0,0.8320000000000001
43,1,9130,1,140.0,1,3,9,2,140.0,1,0,1,0,1,20,6,8,6,15.625,6,8,6,15.857142857142858,13.9,-0.3,0.79,Graduate,1,1.0,1.0,0.23214285714285765,12,12,0,-0.237
39,1,9991,0,133.1,37,37,9,9,126.3,0,0,1,0,1,26,5,7,0,0.0,5,8,0,0.0,16.2,0.3,-0.92,Dropout,0,0.0,0.0,0.0,10,0,0,-0.276
43,1,9773,1,122.0,1,1,4,5,126.9,0,0,1,0,0,21,6,8,6,11.714285714285714,6,7,6,12.0,7.6,2.6,0.32,Graduate,1,1.0,1.0,0.2857142857142865,12,12,0,0.8320000000000001
39,1,9556,1,130.0,1,1,4,5,145.0,0,0,1,0,0,25,7,10,6,12.125,8,9,8,13.3125,15.5,2.8,-4.06,Enrolled,1,0.8571428571428571,1.0,1.1875,15,14,0,-11.367999999999999
18,1,9147,1,121.0,19,3,5,5,115.8,1,0,1,0,1,19,5,7,5,11.6,5,5,5,11.6,12.4,0.5,1.79,Graduate,1,1.0,1.0,0.0,10,10,0,0.895
39,1,8014,0,120.0,19,37,8,7,100.0,1,0,1,0,0,24,6,11,1,10.0,6,6,0,0.0,9.4,-0.8,-3.12,Dropout,0,0.16666666666666666,0.0,-10.0,12,1,0,2.4960000000000004
39,1,8014,0,133.1,1,19,5,4,102.5,0,0,1,0,1,27,6,16,1,10.0,6,13,0,0.0,8.9,1.4,3.51,Dropout,0,0.16666666666666666,0.0,-10.0,12,1,0,4.914
17,1,9085,1,121.0,19,37,1,3,131.5,0,0,1,0,0,21,5,10,0,0.0,5,9,2,13.5,7.6,2.6,0.32,Dropout,0,0.0,0.4,13.5,10,2,0,0.8320000000000001
1,1,9147,1,133.0,38,38,7,7,147.0,0,0,1,0,1,18,5,7,4,13.0,5,8,3,12.333333333333334,9.4,-0.8,-3.12,Graduate,1,0.8,0.6,-0.6666666666666661,10,7,0,2.4960000000000004
1,4,9853,1,134.0,37,37,5,7,122.5,0,0,1,0,1,19,6,6,6,13.333333333333334,6,6,6,14.5,10.8,1.4,1.74,Graduate,1,1.0,1.0,1.166666666666666,12,12,0,2.436
1,3,9254,1,115.0,1,1,3,3,117.5,1,0,1,0,0,18,6,9,4,11.25,6,13,2,12.5,9.4,-0.8,-3.12,Dropout,0,0.6666666666666666,0.3333333333333333,1.25,12,6,0,2.4960000000000004
51,1,9500,1,127.0,19,1,5,9,150.0,0,0,1,0,1,19,7,9,5,13.85,8,9,7,12.19285714285714,11.1,0.6,2.02,Graduate,1,0.7142857142857143,0.875,-1.6571428571428601,15,12,0,1.212
18,1,9500,1,135.0,1,38,4,5,127.5,1,0,1,0,1,19,7,8,6,13.741666666666667,8,9,7,14.9125,16.2,0.3,-0.92,Graduate,1,0.8571428571428571,0.875,1.1708333333333325,15,13,0,-0.276
7,1,9991,0,140.0,40,5,3,3,140.0,0,0,1,0,0,33,6,7,6,15.333333333333334,5,5,5,15.8,11.1,0.6,2.02,Graduate,1,1.0,1.0,0.4666666666666668,11,11,0,1.212
7,1,9147,1,130.0,1,4,3,10,130.0,0,0,1,0,0,45,5,6,5,11.0,5,5,5,13.8,12.4,0.5,1.79,Graduate,1,1.0,1.0,2.8000000000000007,10,10,0,0.895
1,1,9238,1,135.0,1,1,9,9,133.3,0,0,1,0,1,20,6,6,6,12.0,6,7,6,12.857142857142858,11.1,0.6,2.02,Graduate,1,1.0,1.0,0.8571428571428577,12,12,0,1.212
39,2,9670,1,140.0,34,34,0,0,97.0,1,0,1,0,0,28,5,5,0,0.0,5,5,0,0.0,7.6,2.6,0.32,Dropout,0,0.0,0.0,0.0,10,0,0,0.8320000000000001
43,1,9500,1,120.0,1,1,5,8,112.0,1,0,1,0,1,19,8,15,7,11.571428571428571,8,15,7,11.571428571428571,12.7,3.7,-1.7,Graduate,1,0.875,0.875,0.0,16,14,0,-6.29
1,2,9254,1,140.0,1,37,4,5,123.6,1,0,1,0,0,18,6,10,6,12.857142857142858,6,6,3,12.666666666666666,12.7,3.7,-1.7,Graduate,1,1.0,0.5,-0.19047619047619158,12,9,0,-6.29
39,1,9254,1,133.1,19,19,4,6,130.5,0,0,1,0,0,38,6,0,0,0.0,6,0,0,0.0,15.5,2.8,-4.06,Dropout,0,0.0,0.0,0.0,12,0,0,-11.367999999999999
1,2,9670,1,135.0,1,3,4,3,133.3,0,0,1,0,0,19,5,5,5,13.0,5,5,5,13.2,9.4,-0.8,-3.12,Graduate,1,1.0,1.0,0.1999999999999993,10,10,0,2.4960000000000004
1,1,9254,1,123.0,1,37,9,9,132.1,0,0,1,0,1,21,6,9,5,11.0,6,8,5,12.0,15.5,2.8,-4.06,Graduate,1,0.8333333333333334,0.8333333333333334,1.0,12,10,0,-11.367999999999999
1,1,9147,1,133.1,37,1,9,10,100.0,0,0,1,0,0,21,5,12,3,12.0,5,12,1,15.0,16.2,0.3,-0.92,Dropout,0,0.6,0.2,3.0,10,4,0,-0.276
1,1,9238,1,154.0,38,37,9,9,140.4,0,0,1,0,1,22,6,6,5,12.6,6,6,6,13.0,10.8,1.4,1.74,Graduate,1,0.8333333333333334,1.0,0.40000000000000036,12,11,0,2.436
1,1,9853,1,148.0,19,19,5,7,141.7,0,0,1,0,1,18,6,8,5,13.4,6,7,6,13.166666666666666,9.4,-0.8,-3.12,Graduate,1,0.8333333333333334,1.0,-0.23333333333333428,12,11,0,2.4960000000000004
17,2,9238,1,133.0,37,37,3,9,119.7,0,0,1,0,1,18,6,9,6,11.333333333333334,6,9,6,11.571428571428571,15.5,2.8,-4.06,Graduate,1,1.0,1.0,0.23809523809523725,12,12,0,-11.367999999999999
1,1,9130,1,126.0,19,1,9,9,122.5,1,0,0,0,0,25,5,14,4,13.5,5,10,4,14.25,9.4,-0.8,-3.12,Dropout,0,0.8,0.8,0.75,10,8,0,2.4960000000000004
39,1,9085,1,133.1,19,19,9,7,140.0,0,1,0,0,0,24,6,11,3,11.75,6,14,3,10.333333333333334,16.2,0.3,-0.92,Dropout,0,0.5,0.5,-1.416666666666666,12,6,0,-0.276
1,3,9500,1,125.0,3,1,4,4,119.4,1,0,1,0,0,19,7,10,6,12.471428571428572,7,8,7,11.4625,12.4,0.5,1.79,Enrolled,1,0.8571428571428571,1.0,-1.0089285714285712,14,13,0,0.895
16,1,171,1,145.0,3,3,3,3,155.0,1,0,1,0,0,24,17,19,11,12.909090909090908,13,15,9,13.555555555555555,12.4,0.5,1.79,Enrolled,1,0.6470588235294118,0.6923076923076923,0.6464646464646471,30,20,0,0.895
1,2,9147,1,118.0,37,19,5,5,119.1,1,0,1,0,1,20,5,5,5,11.6,5,5,5,13.6,12.4,0.5,1.79,Graduate,1,1.0,1.0,2.0,10,10,0,0.895
39,1,9147,1,120.0,37,1,9,1,122.7,0,0,0,0,0,25,5,5,0,0.0,5,9,0,0.0,10.8,1.4,1.74,Dropout,0,0.0,0.0,0.0,10,0,0,2.436
1,1,9147,1,127.0,38,19,9,10,117.9,0,0,1,0,1,20,10,13,9,12.9,10,12,10,12.363636363636363,8.9,1.4,3.51,Graduate,1,0.9,1.0,-0.536363636363637,20,19,0,4.914
7,1,9500,1,130.0,19,38,5,3,130.0,0,0,1,0,0,23,8,8,8,13.22,8,8,8,13.22,9.4,-0.8,-3.12,Graduate,1,1.0,1.0,0.0,16,16,0,2.4960000000000004
17,3,9500,1,129.0,19,37,7,6,120.0,1,0,1,0,1,19,8,8,7,13.151428571428571,8,8,7,13.151428571428571,10.8,1.4,1.74,Graduate,1,0.875,0.875,0.0,16,14,0,2.436
44,1,9003,1,130.0,37,37,9,10,130.0,0,1,0,0,0,29,6,13,3,12.75,6,8,3,11.333333333333334,13.9,-0.3,0.79,Dropout,0,0.5,0.5,-1.416666666666666,12,6,0,-0.237
1,3,9254,1,121.0,19,37,4,7,116.8,1,0,1,0,0,21,6,8,6,11.333333333333334,6,8,4,12.25,11.1,0.6,2.02,Graduate,1,1.0,0.6666666666666666,0.9166666666666661,12,10,0,1.212
1,1,9670,1,136.0,19,1,9,8,123.4,1,0,1,0,1,18,6,10,6,13.25,6,13,5,14.142857142857142,11.1,0.6,2.02,Graduate,1,1.0,0.8333333333333334,0.8928571428571423,12,11,0,1.212
1,3,9070,1,125.0,19,38,9,9,125.4,1,0,1,0,0,19,6,7,5,12.4,6,6,5,12.4,9.4,-0.8,-3.12,Enrolled,1,0.8333333333333334,0.8333333333333334,0.0,12,10,0,2.4960000000000004
1,3,9773,1,131.0,38,37,7,7,127.2,1,0,1,0,1,18,6,6,6,15.0,6,6,6,12.833333333333334,8.9,1.4,3.51,Dropout,0,1.0,1.0,-2.166666666666666,12,12,0,4.914
1,1,9085,1,122.0,9,19,90,6,103.4,0,0,1,0,0,19,5,6,5,14.4,5,6,5,13.0,7.6,2.6,0.32,Graduate,1,1.0,1.0,-1.4000000000000004,10,10,0,0.8320000000000001
1,1,9773,1,127.0,37,37,9,8,123.2,1,0,1,0,0,18,6,12,1,11.0,6,12,0,0.0,9.4,-0.8,-3.12,Enrolled,1,0.16666666666666666,0.0,-11.0,12,1,0,2.4960000000000004
